20,43207
47,75041
49,93215
75,19030
87,91761
92,19030
402,30297
403,66049
404,17201
405,27405
406,91752
407,43125
408,19030
409,91761
410,60950
411,30265
412,89431
413,55379
414,34474
415,44483
416,80601
418,48073
420,43207
425,32218
433,17057
435,30354
437,75215
440,60950
443,18706
446,38108
447,75041
449,93215
457,60179
460,60179
470,60950
475,60950
700,32405
701,24502
702,14623
703,98034
704,5446
711,94539
719,94520
722,92020
725,55408
731,85298
733,85009
734,63132
736,80204
741,84115
742,41015
746,60585
748,78201
751,90248
752,46203
755,46218
762,20164
763,19038
764,60453
765,77316
768,8755
769,76006
773,7052
776,23464
780,2062
783,48390
792,11356
793,21075
799,30047
803,98034
811,94539
819,94520
822,92020
831,85298
833,85009
834,63132
836,80204
841,84115
851,90248
1001,80031
1003,3079
1004,11530
1005,33859
1006,34474
1007,33511
1008,90023
1009,98134
1010,60640
1011,49418
1012,50310
1013,21061
1014,6082
1015,32966
1016,72205
1017,77002
1018,90008
1019,94588
1020,60619
1021,60126
1022,68144
1023,20166
1024,22044
1025,24540
1026,38128
1027,79912
1028,90038
1029,99207
1030,60636
1031,80206
1032,55430
1033,2760
1034,15237
1035,30909
1036,63044
1037,28806
1038,99216
1039,94612
1040,54701
1041,68114
1042,64801
1043,6451
1044,7310
1045,27701
1046,28806
1047,63011
1048,91107
1049,97232
1050,61265
1051,44136
1052,55103
1053,1906
1054,35210
1055,33071
1056,36606
1057,75240
1059,98133
1060,83202
1062,53005
1063,6110
1064,19047
1065,23059
1066,32256
1067,77024
1068,93551
1069,98052
1070,56001
1071,80215
1072,50702
1073,19341
1074,20603
1075,32114
1076,75067
1077,71104
1078,85206
1079,97223
1080,75034
1081,43056
1082,53129
1083,2886
1084,19152
1085,725
1086,70815
1087,77082
1088,91203
1089,99503
1090,60707
1091,73109
1092,48185
1093,1129
1094,7601
1095,30135
1096,32504
1097,78224
1098,93612
1099,98003
1100,48507
1101,66212
1103,12205
1104,1752
1105,34761
1106,39209
1108,92591
1109,98037
1110,49024
1111,80906
1112,55305
1113,18020
1114,11226
1115,37421
1116,71203
1117,60435
1118,84111
1119,97086
1120,43016
1121,64057
1122,55109
1123,2026
1124,11706
1125,33145
1126,36117
1127,77018
1129,98409
1130,53545
1131,80122
1132,55306
1133,1453
1134,6460
1135,48091
1136,35244
1137,78751
1139,98188
1140,49512
1141,80012
1142,55344
1143,11234
1146,38133
1147,70836
1148,93003
1149,90603
1150,43228
1151,74133
1152,43952
1154,18052
1155,30144
1156,95678
1158,96814
1159,94533
1161,67207
1162,14226
1163,1803
1164,35209
1165,28025
1166,39301
1167,78216
1168,91606
1169,85226
1170,48912
1171,65804
1172,60108
1174,19082
1175,32952
1176,77506
1177,30062
1178,90401
1179,91303
1180,48328
1181,64192
1182,63376
1184,36619
1185,28805
1186,38117
1187,75150
1188,85018
1189,91790
1190,36608
1192,49444
1193,6385
1195,33304
1197,77074
1199,94403
1200,60602
1202,45431
1204,7728
1205,33062
1206,72116
1207,75081
1208,93726
1209,90815
1210,43240
1211,73134
1212,60546
1213,1501
1216,38116
1217,78412
1218,84003
1220,43606
1221,80920
1222,63129
1223,2301
1224,17109
1225,32803
1226,70006
1227,75237
1228,95815
1229,83704
1231,84041
1232,55448
1234,60062
1236,74112
1237,77060
1238,94040
1243,2339
1244,17402
1247,79414
1248,94545
1250,48146
1251,30038
1253,1960
1254,19808
1255,33625
1257,77546
1260,48225
1261,73110
1263,6706
1264,11801
1265,23462
1266,35210
1267,76116
1268,90620
1269,84120
1270,63126
1271,80123
1272,84087
1273,1040
1274,23235
1275,30345
1276,37221
1277,78238
1278,90503
1280,45246
1281,81008
1282,22003
1283,2184
1284,22304
1285,32809
1286,70053
1287,87110
1288,95207
1290,60714
1293,15205
1294,7069
1295,33710
1296,22901
1297,76053
1298,92504
1300,60523
1301,84601
1303,6810
1304,20904
1305,31406
1306,39402
1307,79606
1308,23831
1309,90241
1310,44035
1313,3060
1314,8901
1315,37415
1316,37013
1317,79925
1318,93304
1321,61613
1323,10941
1324,36571
1325,29406
1326,22030
1327,77521
1328,89109
1330,47715
1331,22630
1333,12601
1334,15241
1335,27408
1336,70601
1337,75075
1338,85711
1340,20170
1343,2141
1344,15235
1345,33012
1346,72023
1347,70503
1350,44060
1353,13214
1354,19090
1355,32701
1357,78746
1358,91910
1360,85308
1363,85213
1364,11755
1365,33189
1366,85202
1367,76710
1368,94520
1369,85208
1370,43232
1371,85621
1372,85053
1373,85051
1374,21014
1375,27103
1376,85042
1377,77070
1378,92865
1379,85019
1380,60641
1381,85028
1385,30339
1386,37072
1387,79121
1388,92626
1390,48108
1392,85635
1393,85353
1395,37919
1396,92804
1397,79762
1398,92408
1399,92806
1400,94509
1401,67209
1402,92308
1403,1760
1404,11758
1405,28303
1406,93420
1407,77706
1408,95823
1409,93422
1410,44718
1411,95301
1413,93309
1414,10954
1415,33761
1416,92220
1417,77338
1418,7095
1419,90706
1420,92315
1423,93010
1424,20817
1425,90745
1426,95926
1427,78247
1430,44130
1431,91910
1432,95610
1434,7470
1435,31212
1437,76015
1438,92020
1439,90022
1441,94521
1442,92627
1443,6040
1444,6851
1445,23229
1446,91722
1447,76132
1449,90201
1450,48066
1451,93215
1452,92240
